Store_ID,Municipality_ID,Store_Name,Parent_ID,Banner_ID,Format_ID,Property_Key,Retail_Centre_Raw,Industry_Class,Sub_Category,Ownership_Type,Address,Postal_Code,Latitude,Longitude,Coordinate_Source,Coordinate_Confidence,Store_Size_SF,Grocery_Anchor,Store_Status,Current_Supply_Flag,Future_Supply_Flag,Core_Grocery_Flag,QA_Status,Verification_Status,Primary_Source,Secondary_Source,Source_Date,Confidence,Notes,Source_Adjustment
GRC-086,6,"Bulk Barn",,43,5,,,445110,"Bulk Food Store",Chain,"1070 Hoover Park Dr, Stouffville",,,,,"Pending GIS geocoding",,0,Open,1,0,0,B,Secondary_Verified,https://www.stouffvillebusiness.com/cat/grocery-stores/,,,Medium,"Bulk food; secondary. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-087,6,"The Meat Merchant",,,5,,,445240,"Meat/Butcher Market",Independent,"6296 Main St, Stouffville",,,,,"Pending GIS geocoding",,0,Open,1,0,0,B,Secondary_Verified,https://www.stouffvillebusiness.com/cat/grocery-stores/,,,Medium,"Butcher; secondary. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-088,8,"Food Basics",,27,3,,,445110,"Discount Supermarket",Chain,"199 Simcoe Ave, Keswick",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery; historical municipal analysis not used for current SF. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-089,8,"FreshCo Keswick",,21,3,,,445110,"Discount Supermarket",Chain,"443 The Queensway S, Keswick",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-090,8,"Zehrs Market Keswick",,44,1,,,445110,"Conventional Supermarket",Chain,"24018 Woodbine Ave, Keswick",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Current discovery. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-091,8,"Walmart Keswick Supercentre",,7,4,,,455211,Supercentre,Chain,"23550 Woodbine Ave, Keswick",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Maps_Verified,,,,Medium,"Mass merchant with grocery component. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-092,8,"No Frills Sutton",,6,3,,,445110,"Discount Supermarket",Chain,"20895 Dalton Rd, Sutton",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Municipal_Verified,https://www.georgina.ca/living-here/waste-and-recycling/bag-tags,,"2022 source; current corroboration needed",Medium,"Municipal page is older; retain with medium confidence until refreshed. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-093,8,"Sobeys Sutton",,33,1,,,445110,"Conventional Supermarket",Chain,"20954 Dalton Rd, Sutton",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Municipal_Verified,https://www.georgina.ca/living-here/waste-and-recycling/bag-tags,,"2022 source; current corroboration needed",Medium,"Municipal page is older; retain with medium confidence until refreshed. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-094,8,"Bahar Fine Foods",,45,5,,,445110,"Persian/Middle Eastern Supermarket",Independent,"591 The Queensway S, Keswick",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Secondary_Verified,https://georginapost.com/2024/04/09/bahar-fine-foods-brings-new-and-vibrant-flavours-to-georgina/,,2024-04-09,Medium,"Current local article at time of source. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-095,8,"Pefferlaw Supermarket",,,6,,,445110,"Independent Supermarket",Independent,"255 Pefferlaw Rd, Pefferlaw",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Municipal_Verified,https://www.georgina.ca/downtowns,,,High,"Current Town reference. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-096,8,"Queensway Marketplace",,,5,,,445110,"Independent Grocery",Independent,"205 The Queensway S, Keswick",,,,,"Pending GIS geocoding",,0,Unknown,1,0,0,C,Secondary_Verified,,,"Older municipal/visitor guide",Low,"Historical candidate; current status requires verification. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-097,9,"Coppa's Fresh Market",,46,1,,"King's Ridge Marketplace",445110,"Premium Supermarket",Independent,"1700 King Road, King City",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Municipal_Verified,https://www.king.ca/development-growth/economic-development/your-business/commercial-plazas,,,High,"Township identifies as anchor. Coordinates intentionally left NULL pending reliable geocoding.","QA correction: source row fields from Property_ID onward were shifted one column left; source workbook preserved unchanged."
GRC-098,9,"No Frills Nobleton",,6,3,,"Nobleton Plaza",445110,"Discount Supermarket",Chain,"13255 Highway 27, Nobleton",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Municipal_Verified,https://www.king.ca/development-growth/economic-development/your-business/commercial-plazas,,,High,"Township official. Coordinates intentionally left NULL pending reliable geocoding.","QA correction: source row fields from Property_ID onward were shifted one column left; source workbook preserved unchanged."
GRC-099,9,"Alloro Fine Foods",,47,5,,"Nobleton Plaza",445110,"Specialty/Gourmet Grocery",Independent,"Nobleton Plaza, Highway 27 & Sheardown Road, Nobleton",,,,,"Pending GIS geocoding",,0,Open,1,0,0,B,Municipal_Verified,https://www.king.ca/development-growth/economic-development/your-business/commercial-plazas,,,High,"Township official; specialty fine foods. Coordinates intentionally left NULL pending reliable geocoding.","QA correction: source row fields from Property_ID onward were shifted one column left; source workbook preserved unchanged."
GRC-100,9,"Cousins Market",,48,1,,,445110,"Independent Supermarket",Independent,"Nobleton, King",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Municipal_Verified,https://www.king.ca/recreation-living/events/events-calendar/food-bank-food-drive,,2026,High,"2026 Township Food Bank event confirms as grocery store in Nobleton. Coordinates intentionally left NULL pending reliable geocoding.",
GRC-101,9,"Foodland Schomberg",,41,1,,"Brownsville Junction",445110,"Conventional Supermarket",Chain,"Brownsville Junction, Schomberg, King",,,,,"Pending GIS geocoding",,1,Open,1,0,1,A,Municipal_Verified,https://www.king.ca/development-growth/economic-development/your-business/commercial-plazas,,,High,"Township official. Coordinates intentionally left NULL pending reliable geocoding.","QA correction: source row fields from Property_ID onward were shifted one column left; source workbook preserved unchanged."
